website	MSA lines	MSA percent	EGY lines	EGY percent	GLF lines	GLF percent	LEV lines	LEV percent	Country of origin
www.akhbaralyoumsd.net	22	37.28800%	7	11.86400%	21	35.59300%	9	15.25400%	
www.akhbarmauritania.info	14	27.45000%	3	5.88200%	28	54.90100%	6	11.76400%	
www.akhersaa-dz.com	111648	47.70500%	9284	3.96600%	103195	44.09300%	9908	4.23300%	Algeria 
www.al-ayyam.info	25	22.72700%	0	0%	82	74.54500%	3	2.72700%	Yemen 
www.al-ayyam.ps	7161	34.51200%	473	2.27900%	12455	60.02600%	660	3.18000%	WestBank 
www.al-balagh.net	1579	3.84700%	44	.10700%	38764	94.46300%	649	1.58100%	Yemen 
www.al-fadjr.com	668	52.88900%	230	18.21000%	294	23.27700%	71	5.62100%	Algeria 
www.al-jazirah.com	51429	49.62100%	3471	3.34900%	44719	43.14700%	4023	3.88100%	Saudi Arabia 
www.al-seyassah.com	290	3.77200%	6	.07800%	7338	95.45900%	53	.68900%	Kuwait 
www.al-watan.com	75567	74.87400%	3849	3.81300%	17628	17.46600%	3881	3.84500%	Qatar 
www.alahale.net	20487	76.16500%	1392	5.17500%	4319	16.05600%	700	2.60200%	Yemen 
www.alahdath.sd	39	32.77300%	19	15.96600%	53	44.53700%	8	6.72200%	
www.alakhbar.info	30	34.88300%	9	10.46500%	40	46.51100%	7	8.13900%	
www.alarab.co.uk	38658	2.35500%	1061	.06400%	1598500	97.41900%	2631	.16000%	UK 
www.alarab.qa	48	42.10500%	1	.87700%	56	49.12200%	9	7.89400%	
www.alarabalyawm.net	152122	79.71700%	4057	2.12600%	25832	13.53600%	8815	4.61900%	Jordan 
www.alarabiya.net	74	45.96200%	20	12.42200%	54	33.54000%	13	8.07400%	
www.alarabonline.org	0	0%	1	100.00000%	0	0%	0	0%	
www.albayan.ae	77	44.76700%	11	6.39500%	66	38.37200%	18	10.46500%	United Arab Emirates 
www.alburaq.net	5	50.00000%	1	10.00000%	4	40.00000%	0	0%	
www.aleflam.net	127	39.07600%	18	5.53800%	169	52.00000%	11	3.38400%	
www.alfajraljadeed.com	4	2.22200%	0	0%	175	97.22200%	1	.55500%	Libya 
www.alghad.com	91191	72.41500%	3520	2.79500%	23737	18.84900%	7479	5.93900%	Jordan 
www.alghadyem.net	29662	53.61200%	2633	4.75800%	20953	37.87100%	2079	3.75700%	Yemen 
www.algomhoriah.net	1547482	48.02900%	104853	3.25400%	1484429	46.07200%	85197	2.64400%	Yemen 
www.algomhuria.net.eg	1603	1.66900%	600	.62400%	93659	97.52000%	178	.18500%	Egypt 
www.alhadath.info	402	55.67800%	49	6.78600%	241	33.37900%	30	4.15500%	Mauritania 
www.alhayat-j.com	89	6.72200%	5	.37700%	1213	91.61600%	17	1.28300%	WestBank 
www.alhindelyom.com	925	79.60400%	35	3.01200%	162	13.94100%	40	3.44200%	India 
www.alittihad.ae	39584	75.05400%	1873	3.55100%	8935	16.94100%	2348	4.45200%	United Arab Emirates 
www.almajd.net	75	72.81500%	9	8.73700%	12	11.65000%	7	6.79600%	Jordan 
www.almerrikh.com	36	48.64800%	6	8.10800%	27	36.48600%	5	6.75600%	
www.almethaq.net	55594	59.48900%	2926	3.13100%	33091	35.40900%	1841	1.96900%	Yemen 
www.almokhtsar.com	1	100.00000%	0	0%	0	0%	0	0%	
www.almustaqbal.com	149	7.72800%	4	.20700%	1746	90.56000%	29	1.50400%	Lebanon 
www.alqanat.com	14556	71.08100%	1095	5.34700%	3693	18.03300%	1134	5.53700%	Lebanon 
www.alquds.com	167	44.06300%	26	6.86000%	154	40.63300%	32	8.44300%	WestBank 
www.alrai.com	9676	72.14900%	268	1.99800%	3046	22.71200%	421	3.13900%	Jordan 
www.alraimedia.com	2823	1.65200%	97	.05600%	167142	97.82100%	802	.46900%	Kuwait 
www.alriyadh.com	468556	48.43000%	23427	2.42100%	373758	38.63100%	101746	10.51600%	Saudi Arabia 
www.alsahwa-yemen.net	86056	66.95200%	6678	5.19500%	31961	24.86600%	3837	2.98500%	Yemen 
www.alshames.com	2299	66.46400%	122	3.52700%	899	25.99000%	139	4.01800%	Libya 
www.alshmoa.com.ye	2	40.00000%	0	0%	3	60.00000%	0	0%	
www.alsudani.sd	51	46.78800%	11	10.09100%	38	34.86200%	9	8.25600%	
www.altayarnews.net	4	3.66900%	0	0%	105	96.33000%	0	0%	
www.althawranew.net	62373	69.30100%	5025	5.58300%	18986	21.09500%	3618	4.01900%	Yemen 
www.althawry.org	1	25.00000%	1	25.00000%	2	50.00000%	0	0%	
www.alwafd.org	1302	29.23200%	1191	26.74000%	1661	37.29200%	300	6.73500%	Egypt 
www.alwahda.gov.ye	1	100.00000%	0	0%	0	0%	0	0%	
www.alwahdah.net	50831	70.32300%	3012	4.16700%	16057	22.21400%	2382	3.29500%	Yemen 
www.alwahdawi.net	51554	69.50600%	5953	8.02500%	12248	16.51200%	4417	5.95500%	Yemen 
www.alwasat-ye.net	35786	77.11800%	1954	4.21000%	7482	16.12300%	1182	2.54700%	Yemen 
www.alwasatnews.com	1058632	66.71900%	32077	2.02100%	402321	25.35500%	93669	5.90300%	Saudi Arabia 
www.alwatan.com	154807	30.52100%	8134	1.60300%	332576	65.57000%	11683	2.30300%	Oman 
www.alwatan.com.sa	4322	48.49000%	286	3.20800%	3864	43.35200%	441	4.94700%	Saudi Arabia 
www.alwatansudan.com	28	41.79100%	9	13.43200%	28	41.79100%	2	2.98500%	
www.ami.mr	22	31.42800%	11	15.71400%	30	42.85700%	7	10.00000%	
www.anbaatlas.com	30	45.45400%	11	16.66600%	19	28.78700%	6	9.09000%	
www.ani.mr	24	46.15300%	4	7.69200%	22	42.30700%	2	3.84600%	
www.annahar.com	464	54.46000%	48	5.63300%	295	34.62400%	45	5.28100%	Lebanon 
www.annasronline.com	33	25.98400%	9	7.08600%	80	62.99200%	5	3.93700%	
www.aqlame.com	29	49.15200%	6	10.16900%	23	38.98300%	1	1.69400%	
www.arabfinance.com	15610	11.55100%	268	.19800%	113934	84.31000%	5324	3.93900%	Egypt 
www.arabweek.com.lb	8	1.37600%	0	0%	568	97.76200%	5	.86000%	Lebanon 
www.arayede.com	33	43.42100%	12	15.78900%	25	32.89400%	6	7.89400%	
www.assabah.com.tn	317510	41.98200%	14511	1.91800%	403756	53.38500%	20521	2.71300%	Tunisia 
www.assabeel.net	98632	66.97000%	11142	7.56500%	19326	13.12200%	18177	12.34200%	Jordan 
www.assafir.com	21936	60.62300%	2268	6.26700%	9951	27.50100%	2029	5.60700%	Lebanon 
www.assennara.net	91843	52.38200%	32942	18.78800%	36124	20.60300%	14422	8.22500%	WestBank 
www.attariq-ye.com	398	2.95800%	71	.52700%	12880	95.74700%	103	.76500%	Yemen 
www.azzahfalakhder.com	26051	69.36200%	1594	4.24400%	8845	23.55000%	1068	2.84300%	Libya 
www.azzaman.com	3311	2.68100%	225	.18200%	119531	96.81600%	395	.31900%	Iraq 
www.azzaman.com:8080	7	.02900%	0	0%	23775	99.88600%	20	.08400%	
www.bh.com.tn	3	18.75000%	0	0%	12	75.00000%	1	6.25000%	
www.cafonline.com	1	10.00000%	0	0%	8	80.00000%	1	10.00000%	
www.canalrim.info	2	10.00000%	0	0%	18	90.00000%	0	0%	
www.computerman.edu	0	0%	0	0%	11	91.66600%	1	8.33300%	
www.daralhayat.com	30	54.54500%	0	0%	23	41.81800%	2	3.63600%	
www.echibek.net	39294	42.53700%	2115	2.28900%	47684	51.61900%	3283	3.55300%	Algeria 
www.echoroukonline.com	489193	47.99200%	129845	12.73800%	332219	32.59200%	68044	6.67500%	Algeria 
www.echourouq.net	21	38.88800%	9	16.66600%	16	29.62900%	8	14.81400%	
www.edunet.tn	41	44.56500%	10	10.86900%	32	34.78200%	9	9.78200%	
www.el-massa.com	393142	47.53600%	18526	2.24000%	393464	47.57500%	21897	2.64700%	Algeria 
www.elbadil.info	29	42.64700%	5	7.35200%	30	44.11700%	4	5.88200%	
www.elbayan.net	26	46.42800%	4	7.14200%	23	41.07100%	3	5.35700%	
www.eldjoumhouria.dz	16	41.02500%	4	10.25600%	18	46.15300%	1	2.56400%	
www.elheddaf.com	273	36.84200%	49	6.61200%	228	30.76900%	191	25.77500%	Algeria 
www.elkhabar.com	109579	62.20100%	15799	8.96800%	40092	22.75700%	10697	6.07200%	Algeria 
www.elmassry.com	1392	39.83900%	1473	42.15700%	528	15.11100%	101	2.89000%	Australia 
www.elmoudjahid.com	16	7.96000%	3	1.49200%	168	83.58200%	14	6.96500%	
www.elwaha-dz.com	3698	35.46200%	391	3.74900%	6079	58.29400%	260	2.49300%	Algeria 
www.elwatan.info	28	56.00000%	3	6.00000%	17	34.00000%	2	4.00000%	
www.emaratalyoum.com	178	14.51800%	33	2.69100%	934	76.18200%	81	6.60600%	United Arab Emirates 
www.ennaharonline.com	368333	56.27900%	28234	4.31400%	225812	34.50300%	32087	4.90200%	Algeria 
www.errim.net	18	37.50000%	1	2.08300%	25	52.08300%	4	8.33300%	
www.essaha.info	31	60.78400%	5	9.80300%	14	27.45000%	1	1.96000%	
www.essahafa.info.tn	297	15.15300%	22	1.12200%	1620	82.65300%	21	1.07100%	Tunisia 
www.essahra.net	27	40.29800%	10	14.92500%	25	37.31300%	5	7.46200%	
www.essevir.net	30	40.54000%	7	9.45900%	34	45.94500%	3	4.05400%	
www.essirage.net	27	44.26200%	10	16.39300%	20	32.78600%	4	6.55700%	
www.farajat.net	181	12.09800%	57	3.81000%	1195	79.87900%	63	4.21100%	Eritrea 
www.fifa.com	12	33.33300%	1	2.77700%	20	55.55500%	3	8.33300%	
www.gct.com.tn	0	0%	0	0%	3	100.00000%	0	0%	
www.giad.com	8	44.44400%	0	0%	10	55.55500%	0	0%	
www.goansport.net	33	27.73100%	17	14.28500%	59	49.57900%	10	8.40300%	
www.hashd-ahali.org.jo	1103	68.98000%	50	3.12600%	372	23.26400%	74	4.62700%	Jordan 
www.horizons-dz.com	0	0%	0	0%	55	87.30100%	8	12.69800%	
www.hurriyatsudan.com	48	36.92300%	10	7.69200%	65	50.00000%	7	5.38400%	
www.icestate.com	0	0%	0	0%	1	100.00000%	0	0%	
www.ins.nat.tn	0	0%	0	0%	1	100.00000%	0	0%	
www.insanmasry.com	9	18.36700%	14	28.57100%	17	34.69300%	9	18.36700%	
www.investintunisia.tn	0	0%	0	0%	8	80.00000%	2	20.00000%	
www.irbidnews.com	6287	49.86100%	796	6.31200%	2648	21.00000%	2878	22.82400%	Jordan 
www.jacket-potato.com	4	26.66600%	1	6.66600%	10	66.66600%	0	0%	
www.journaltahalil.com	1	1.53800%	0	0%	60	92.30700%	4	6.15300%	
www.kooora.com	67	56.30200%	11	9.24300%	14	11.76400%	27	22.68900%	
www.lapresse.tn	2	2.94100%	0	0%	66	97.05800%	0	0%	
www.libya-alyoum.com	42998	67.63600%	5196	8.17300%	10120	15.91800%	5258	8.27000%	Libya 
www.madinaty.com	0	0%	0	0%	6	100.00000%	0	0%	
www.mauricri.com	45	48.38700%	8	8.60200%	37	39.78400%	3	3.22500%	
www.mauritania13.com	19	55.88200%	1	2.94100%	11	32.35200%	3	8.82300%	
www.mauritel.mr	0	0%	0	0%	1	50.00000%	1	50.00000%	
www.mena.org.eg	15	8.92800%	4	2.38000%	148	88.09500%	1	.59500%	Egypt 
www.midan.net	30	46.15300%	9	13.84600%	24	36.92300%	2	3.07600%	Sudan 
www.middle-east-online.com	49	56.32100%	9	10.34400%	22	25.28700%	7	8.04500%	
www.mushahid.info	15	41.66600%	4	11.11100%	14	38.88800%	3	8.33300%	
www.mushahid.sd	6	9.37500%	4	6.25000%	45	70.31200%	9	14.06200%	
www.naseej.com	130	48.68900%	13	4.86800%	108	40.44900%	16	5.99200%	Egypt 
www.newsmc.info	1	100.00000%	0	0%	0	0%	0	0%	
www.okaz.com.sa	1794	36.66400%	460	9.40100%	2386	48.76300%	253	5.17000%	Saudi Arabia 
www.omannews.com	0	0%	0	0%	15	93.75000%	1	6.25000%	
www.onagri.nat.tn	0	0%	0	0%	3	100.00000%	0	0%	
www.petra.gov.jo	3	2.50000%	0	0%	117	97.50000%	0	0%	
www.pointschauds.info	3	2.29000%	0	0%	126	96.18300%	2	1.52600%	
www.qudspress.com	24	57.14200%	2	4.76100%	13	30.95200%	3	7.14200%	
www.quran-unv.net	0	0%	0	0%	1	100.00000%	0	0%	
www.rachade.com	22	44.89700%	6	12.24400%	15	30.61200%	6	12.24400%	
www.raya.com	3	5.08400%	0	0%	56	94.91500%	0	0%	Qatar 
www.rayaam.info	1960	2.37000%	65	.07800%	80389	97.24000%	256	.30900%	Sudan 
www.rcmlibya.org	122	44.52500%	16	5.83900%	131	47.81000%	5	1.82400%	
www.reuters.com	10	15.38400%	0	0%	54	83.07600%	1	1.53800%	
www.rosaonline.net	52110	45.22700%	28374	24.62600%	29060	25.22100%	5674	4.92400%	Egypt 
www.sacdo.com	48	30.76900%	21	13.46100%	78	50.00000%	9	5.76900%	
www.saharamedias.net	5506	69.20500%	537	6.74900%	1585	19.92200%	328	4.12200%	Mauritania 
www.samidoon.com	1073	74.20400%	174	12.03300%	157	10.85700%	42	2.90400%	Gaza 
www.sawt-alahrar.net	4628	4.46700%	141	.13600%	98252	94.83800%	578	.55700%	Algeria 
www.sonara.net	30	30.61200%	7	7.14200%	50	51.02000%	11	11.22400%	
www.spa.gov.sa	915	44.85200%	153	7.50000%	911	44.65600%	61	2.99000%	Saudi Arabia 
www.sudan.net	1	5.26300%	0	0%	18	94.73600%	0	0%	
www.sudanile.com	29488	65.11500%	5107	11.27700%	8948	19.75800%	1743	3.84800%	Sudan 
www.sudanjudiciary.org	1	50.00000%	0	0%	1	50.00000%	0	0%	
www.taleea.com	18520	79.51900%	830	3.56300%	3254	13.97100%	686	2.94500%	Kuwait 
www.tap.info.tn	59	51.75400%	4	3.50800%	41	35.96400%	10	8.77100%	
www.taqadoum.mr	16	34.78200%	6	13.04300%	23	50.00000%	1	2.17300%	
www.taqadoumy.com	18	30.00000%	9	15.00000%	30	50.00000%	3	5.00000%	
www.taw9eel.com	1	7.14200%	0	0%	13	92.85700%	0	0%	
www.tawassoul.net	43	41.74700%	17	16.50400%	39	37.86400%	4	3.88300%	
www.tunisie.com	0	0%	0	0%	21	100.00000%	0	0%	
www.tunisietelecom.tn	0	0%	0	0%	19	100.00000%	0	0%	
www.ua-fa.com	1	50.00000%	0	0%	1	50.00000%	0	0%	
www.universites.tn	2	28.57100%	0	0%	4	57.14200%	1	14.28500%	
www.voursa.com	10	34.48200%	1	3.44800%	13	44.82700%	5	17.24100%	
www.wataninet.com	1107	13.86300%	638	7.98900%	6055	75.82900%	185	2.31600%	Egypt 
www.y.net.ye	45	2.05700%	4	.18200%	2133	97.53000%	5	.22800%	Yemen 
www.yementimes.com	2	18.18100%	0	0%	9	81.81800%	0	0%	
www.zakat-sudan.org	27	62.79000%	1	2.32500%	10	23.25500%	5	11.62700%	
www1.albassair.org	814	51.97900%	146	9.32300%	528	33.71600%	78	4.98000%	Algeria 
									
TOTAL	21058342		2004077		21549250		1900752		46512421
